pan ID	D39	D39V	EF3030	Hungary19A-6	TIGR4	670-6B	6A-10	70585	A026	A66	AP200	ASP0581	ATCC 49619	ATCC 700669	BM6001	BVJ1JL	CGSP14	G54	gamPNI0373	HU-OH	Hu15	Hu17	INV104	INV200	JJA	MDRSPN001	NCTC7465	NCTC7466	NU83127	OXC141	P1031	R6	SP49	SPN032672	SPN034156	SPN034183	SPN994038	SPN994039	SPNA45	ST556	Taiwan19F-14	TCH8431/19A	Xen35
PNEUPAN003792000	SPD_RS10330	SPV_RS10330	EF3030_RS10480	SPH_RS11335	SP_RS10825	SP670_RS11525	HKM25_RS10800	SP70585_RS11080	T308_RS10345	A66_RS09680	SPAP_RS10740	EL334_RS11080	EL263_RS10630	SPN23F_RS11070	ODS73_RS11430	JN057_RS10480	SPCG_RS11065	SPG_RS10310	HMPREF1038_RS10500	EL271_RS10610	SPNHU15_RS10215	SPNHU17_RS10200	INV104_RS10745	SPNINV200_RS10490	SPJ_RS10640	MDRSPN_RS10165	AT689_RS03250	DQM66_RS10325	EL277_RS11025	SPNOXC_RS10400	SPP_RS10745	SPR_RS09850	BMJ42_RS11590	SPN032672_RS05100	SPN034156_RS05405	SPN034183_RS10415	SPN994038_RS10325	SPN994039_RS10330	SPNA45_RS00495	MYY_RS10770	SPT_RS10565	HMPREF0837_RS00685	CXP32_RS10965
PNEUPAN003793000	SPD_RS10335	SPV_RS10335	EF3030_RS10485	SPH_RS11340	SP_RS10830	SP670_RS11530	HKM25_RS10805	SP70585_RS11165	T308_RS10350	A66_RS09685	SPAP_RS10745	EL334_RS11085	EL263_RS10635	SPN23F_RS11075	ODS73_RS11435	JN057_RS10485	SPCG_RS11070	SPG_RS10315	HMPREF1038_RS10505	EL271_RS10615	SPNHU15_RS10220	SPNHU17_RS10205	INV104_RS13900	SPNINV200_RS10495	SPJ_RS10645	MDRSPN_RS10170	AT689_RS03245	DQM66_RS10330	EL277_RS11030	SPNOXC_RS10405	SPP_RS10750	SPR_RS09855	BMJ42_RS11595	SPN032672_RS05095	SPN034156_RS05410	SPN034183_RS10420	SPN994038_RS10330	SPN994039_RS10335	SPNA45_RS00490	MYY_RS10775	SPT_RS10570	HMPREF0837_RS00690	CXP32_RS10970
PNEUPAN003794000								SP70585_RS14455																																			
PNEUPAN003795000								SP70585_RS11095																																			
PNEUPAN003796000								SP70585_RS11100																																			
PNEUPAN003797000								SP70585_RS11105																																			
PNEUPAN003798000								SP70585_RS11110																																			
PNEUPAN003799000								SP70585_RS11115																																			
PNEUPAN003800000								SP70585_RS11120																																			
PNEUPAN003801000								SP70585_RS11125																																			
PNEUPAN003802000								SP70585_RS11130																																			
PNEUPAN003803000								SP70585_RS11135																																			
PNEUPAN003804000								SP70585_RS11140																																			
PNEUPAN003805000								SP70585_RS11145																																			
PNEUPAN003806000								SP70585_RS14460																																			
PNEUPAN003807000								SP70585_RS11160																																			
PNEUPAN003808000	SPD_RS10340	SPV_RS10340	EF3030_RS10490	SPH_RS11345	SP_RS10835	SP670_RS11535	HKM25_RS10810	SP70585_RS11170	T308_RS10355	A66_RS09690	SPAP_RS10750	EL334_RS11090	EL263_RS10640	SPN23F_RS11085	ODS73_RS11440	JN057_RS10490	SPCG_RS11080	SPG_RS10320	HMPREF1038_RS10510	EL271_RS10620	SPNHU15_RS10225	SPNHU17_RS10210	INV104_RS10755	SPNINV200_RS10500	SPJ_RS10655	MDRSPN_RS10175	AT689_RS03240	DQM66_RS10335	EL277_RS11035	SPNOXC_RS10410	SPP_RS10755	SPR_RS09860	BMJ42_RS11600	SPN032672_RS05090	SPN034156_RS05415	SPN034183_RS10425	SPN994038_RS10335	SPN994039_RS10340	SPNA45_RS00485	MYY_RS10780	SPT_RS10575	HMPREF0837_RS00695	CXP32_RS10975
PNEUPAN003809000	SPD_RS10350	SPV_RS10350	EF3030_RS10495	SPH_RS11350	SP_RS10840	SP670_RS11540	HKM25_RS10815	SP70585_RS11175	T308_RS10360	A66_RS09695	SPAP_RS10755	EL334_RS11100	EL263_RS10650	SPN23F_RS11095	ODS73_RS11445	JN057_RS10495	SPCG_RS11085	SPG_RS10325	HMPREF1038_RS10515	EL271_RS10630	SPNHU15_RS10230	SPNHU17_RS10215	INV104_RS10760	SPNINV200_RS10505	SPJ_RS10660	MDRSPN_RS10185	AT689_RS03235	DQM66_RS10345	EL277_RS11045	SPNOXC_RS10415	SPP_RS10760	SPR_RS09865	BMJ42_RS11610	SPN032672_RS05085	SPN034156_RS05420	SPN034183_RS10430	SPN994038_RS10340	SPN994039_RS10345	SPNA45_RS00480	MYY_RS10785	SPT_RS10580	HMPREF0837_RS00700	CXP32_RS10985
PNEUPAN003810000			EF3030_RS11895	SPH_RS14130	SP_RS13555	SP670_RS14390	HKM25_RS11840	SP70585_RS14075	T308_RS13360	A66_RS12815	SPAP_RS13795	EL334_RS12440	EL263_RS11935		ODS73_RS11450		SPCG_RS13970	SPG_RS13000		EL271_RS11875				SPNINV200_RS13310	SPJ_RS13495	MDRSPN_RS11420			EL277_RS12475	SPNOXC_RS13235			BMJ42_RS13480		SPN034156_RS12775	SPN034183_RS13225	SPN994038_RS13135	SPN994039_RS13140		MYY_RS13475	SPT_RS13175		CXP32_RS12500
PNEUPAN003811000	SPD_RS10355	SPV_RS10355	EF3030_RS10505	SPH_RS11360	SP_RS10850	SP670_RS11545	HKM25_RS10825	SP70585_RS11185	T308_RS10370	A66_RS09700	SPAP_RS10765	EL334_RS11110	EL263_RS10655	SPN23F_RS11100	ODS73_RS11455	JN057_RS10505	SPCG_RS11095	SPG_RS10335	HMPREF1038_RS10525	EL271_RS10635	SPNHU15_RS10235	SPNHU17_RS10220	INV104_RS10765	SPNINV200_RS10515	SPJ_RS10670	MDRSPN_RS10190	AT689_RS03220	DQM66_RS10350	EL277_RS11055	SPNOXC_RS10425	SPP_RS10770	SPR_RS09870	BMJ42_RS11615	SPN032672_RS05080	SPN034156_RS05425	SPN034183_RS10435	SPN994038_RS10350	SPN994039_RS10355	SPNA45_RS00470	MYY_RS10795	SPT_RS10590	HMPREF0837_RS00705	CXP32_RS10995
PNEUPAN003812000	SPD_RS10360	SPV_RS10360	EF3030_RS10510	SPH_RS11365	SP_RS10855	SP670_RS11550	HKM25_RS10830	SP70585_RS11190	T308_RS10375	A66_RS09705	SPAP_RS10770	EL334_RS11115	EL263_RS10660	SPN23F_RS11105	ODS73_RS11460	JN057_RS10510	SPCG_RS11100	SPG_RS10340	HMPREF1038_RS10530	EL271_RS10640	SPNHU15_RS10240	SPNHU17_RS10225	INV104_RS10770	SPNINV200_RS10520	SPJ_RS10675	MDRSPN_RS10195	AT689_RS03215	DQM66_RS10355	EL277_RS11060	SPNOXC_RS10430	SPP_RS10775	SPR_RS09875	BMJ42_RS11620	SPN032672_RS05075	SPN034156_RS05430	SPN034183_RS10440	SPN994038_RS10355	SPN994039_RS10360	SPNA45_RS00465	MYY_RS10800	SPT_RS10595	HMPREF0837_RS00710	CXP32_RS11000
PNEUPAN003813000	SPD_RS10365	SPV_RS10365	EF3030_RS10515	SPH_RS11370	SP_RS10860	SP670_RS11555	HKM25_RS10835	SP70585_RS11195	T308_RS10380	A66_RS09710	SPAP_RS10775	EL334_RS11120	EL263_RS10665	SPN23F_RS11110	ODS73_RS11465	JN057_RS10515	SPCG_RS11105	SPG_RS10345	HMPREF1038_RS10535	EL271_RS10645	SPNHU15_RS10245	SPNHU17_RS10230	INV104_RS10775	SPNINV200_RS10525	SPJ_RS10680	MDRSPN_RS10200	AT689_RS03210	DQM66_RS10360	EL277_RS11065	SPNOXC_RS10435	SPP_RS10780	SPR_RS09880	BMJ42_RS11625	SPN032672_RS05070	SPN034156_RS05435	SPN034183_RS10445	SPN994038_RS10360	SPN994039_RS10365	SPNA45_RS00460	MYY_RS10805	SPT_RS10600	HMPREF0837_RS00715	CXP32_RS11005
PNEUPAN003814000	SPD_RS10370	SPV_RS10370	EF3030_RS10520	SPH_RS11375	SP_RS10865	SP670_RS11560	HKM25_RS10840	SP70585_RS11200	T308_RS10385	A66_RS09715	SPAP_RS10780	EL334_RS11125	EL263_RS10670	SPN23F_RS11115	ODS73_RS11470	JN057_RS10520	SPCG_RS11110	SPG_RS10350	HMPREF1038_RS10540	EL271_RS10650	SPNHU15_RS10250	SPNHU17_RS10235	INV104_RS10780	SPNINV200_RS10530	SPJ_RS10685	MDRSPN_RS10205	AT689_RS03205	DQM66_RS10365	EL277_RS11070	SPNOXC_RS10440	SPP_RS10785	SPR_RS09885	BMJ42_RS11630	SPN032672_RS05065	SPN034156_RS05440	SPN034183_RS10450	SPN994038_RS10365	SPN994039_RS10370	SPNA45_RS00455	MYY_RS10810	SPT_RS10605	HMPREF0837_RS00720	CXP32_RS11010
PNEUPAN003815000	SPD_RS10375	SPV_RS10375	EF3030_RS10525	SPH_RS11380	SP_RS10870	SP670_RS11565	HKM25_RS10845	SP70585_RS11205	T308_RS10390	A66_RS09720	SPAP_RS10785	EL334_RS11130	EL263_RS10675	SPN23F_RS11120	ODS73_RS11475	JN057_RS10525	SPCG_RS11115	SPG_RS10355	HMPREF1038_RS10545	EL271_RS10655	SPNHU15_RS10255	SPNHU17_RS10240	INV104_RS10785	SPNINV200_RS10535	SPJ_RS10690	MDRSPN_RS10210	AT689_RS03200	DQM66_RS10370	EL277_RS11075	SPNOXC_RS10445	SPP_RS10790	SPR_RS09890	BMJ42_RS11635	SPN032672_RS05060	SPN034156_RS05445	SPN034183_RS10455	SPN994038_RS10370	SPN994039_RS10375	SPNA45_RS00450	MYY_RS10815	SPT_RS10610	HMPREF0837_RS00725	CXP32_RS11015
PNEUPAN003816000	SPD_RS10380	SPV_RS10380	EF3030_RS10530	SPH_RS11385	SP_RS10875	SP670_RS11570	HKM25_RS10850	SP70585_RS11210	T308_RS10395	A66_RS09725	SPAP_RS10790	EL334_RS11135	EL263_RS10680	SPN23F_RS11125	ODS73_RS11480	JN057_RS10530	SPCG_RS11120	SPG_RS10360	HMPREF1038_RS10550	EL271_RS10660	SPNHU15_RS10260	SPNHU17_RS10245	INV104_RS10790	SPNINV200_RS10540	SPJ_RS10695	MDRSPN_RS10215	AT689_RS03195	DQM66_RS10375	EL277_RS11080	SPNOXC_RS10450	SPP_RS10795	SPR_RS09895	BMJ42_RS11640	SPN032672_RS05055	SPN034156_RS05450	SPN034183_RS10460	SPN994038_RS10375	SPN994039_RS10380	SPNA45_RS00445	MYY_RS10820	SPT_RS10615	HMPREF0837_RS00730	CXP32_RS11020
PNEUPAN003817000	SPD_RS10385	SPV_RS10385	EF3030_RS10535	SPH_RS11390	SP_RS10880	SP670_RS11575	HKM25_RS10855	SP70585_RS11215	T308_RS10400	A66_RS09730	SPAP_RS10795	EL334_RS11140	EL263_RS10685	SPN23F_RS11130	ODS73_RS11485	JN057_RS10535	SPCG_RS11125	SPG_RS10365	HMPREF1038_RS10555	EL271_RS10665	SPNHU15_RS10265	SPNHU17_RS10250	INV104_RS10795	SPNINV200_RS10545	SPJ_RS10700	MDRSPN_RS10220	AT689_RS03190	DQM66_RS10380	EL277_RS11085	SPNOXC_RS10455	SPP_RS10800	SPR_RS09900	BMJ42_RS11645	SPN032672_RS05050	SPN034156_RS05455	SPN034183_RS10465	SPN994038_RS10380	SPN994039_RS10385	SPNA45_RS00440	MYY_RS10825	SPT_RS10620	HMPREF0837_RS00735	CXP32_RS11025
PNEUPAN003818000	SPD_RS10390	SPV_RS10390	EF3030_RS10540	SPH_RS11395	SP_RS10885	SP670_RS11580	HKM25_RS10860	SP70585_RS11220	T308_RS10405	A66_RS09735	SPAP_RS10800	EL334_RS11145	EL263_RS10690	SPN23F_RS11135	ODS73_RS11490	JN057_RS10540	SPCG_RS11130	SPG_RS10370	HMPREF1038_RS10560	EL271_RS10670	SPNHU15_RS10270	SPNHU17_RS10255	INV104_RS10800	SPNINV200_RS10550	SPJ_RS10705	MDRSPN_RS10225	AT689_RS03185	DQM66_RS10385	EL277_RS11090	SPNOXC_RS10460	SPP_RS10805	SPR_RS09905	BMJ42_RS11650	SPN032672_RS05045	SPN034156_RS05460	SPN034183_RS10470	SPN994038_RS10385	SPN994039_RS10390	SPNA45_RS00435	MYY_RS10830	SPT_RS10625	HMPREF0837_RS00740	CXP32_RS11030
PNEUPAN003819000	SPD_RS10395	SPV_RS10395	EF3030_RS10545	SPH_RS11400	SP_RS10890	SP670_RS11585	HKM25_RS10865	SP70585_RS11225	T308_RS10410	A66_RS09740	SPAP_RS10805	EL334_RS11150	EL263_RS10695	SPN23F_RS11140	ODS73_RS11495	JN057_RS10545	SPCG_RS11135	SPG_RS10375	HMPREF1038_RS10565	EL271_RS10675	SPNHU15_RS10275	SPNHU17_RS10260	INV104_RS10805	SPNINV200_RS10555	SPJ_RS10710	MDRSPN_RS10230	AT689_RS03180	DQM66_RS10390	EL277_RS11095	SPNOXC_RS10465	SPP_RS10810	SPR_RS09910	BMJ42_RS11655	SPN032672_RS05040	SPN034156_RS05465	SPN034183_RS10475	SPN994038_RS10390	SPN994039_RS10395	SPNA45_RS00430	MYY_RS10835	SPT_RS10630	HMPREF0837_RS00745	CXP32_RS11035
PNEUPAN003820000	SPD_RS10400	SPV_RS10400	EF3030_RS10550	SPH_RS11405	SP_RS10895	SP670_RS11590	HKM25_RS10870	SP70585_RS11230	T308_RS10415	A66_RS09745	SPAP_RS10810	EL334_RS11155	EL263_RS10700	SPN23F_RS11145	ODS73_RS11500	JN057_RS10550	SPCG_RS11140	SPG_RS10380	HMPREF1038_RS10570	EL271_RS10680	SPNHU15_RS10280	SPNHU17_RS10265	INV104_RS10810	SPNINV200_RS10560	SPJ_RS10715	MDRSPN_RS10235	AT689_RS03175	DQM66_RS10395	EL277_RS11100	SPNOXC_RS10470	SPP_RS10815	SPR_RS09915	BMJ42_RS11660	SPN032672_RS05035	SPN034156_RS05470	SPN034183_RS10480	SPN994038_RS10395	SPN994039_RS10400	SPNA45_RS00425	MYY_RS10840	SPT_RS10635	HMPREF0837_RS00750	CXP32_RS11040
PNEUPAN003821000																						SPNHU17_RS11305																					
PNEUPAN003822000										A66_RS09750																																	
PNEUPAN003823000	SPD_RS10405	SPV_RS10405	EF3030_RS10555	SPH_RS11410	SP_RS10900	SP670_RS11600	HKM25_RS10875	SP70585_RS11235	T308_RS10420	A66_RS10300	SPAP_RS10815	EL334_RS11160	EL263_RS10705	SPN23F_RS11155	ODS73_RS11505		SPCG_RS11145	SPG_RS10385			SPNHU15_RS10285	SPNHU17_RS10270	INV104_RS10815	SPNINV200_RS10565	SPJ_RS10720	MDRSPN_RS10240		DQM66_RS10400	EL277_RS11105			SPR_RS09920	BMJ42_RS11665	SPN032672_RS05030					SPNA45_RS00420	MYY_RS10845	SPT_RS10640	HMPREF0837_RS00755	CXP32_RS11045
PNEUPAN003824000	SPD_RS11395	SPV_RS11420	EF3030_RS10560	SPH_RS11415	SP_RS10905	SP670_RS14530	HKM25_RS10880	SP70585_RS11240	T308_RS10425	A66_RS12285	SPAP_RS10820	EL334_RS11165	EL263_RS10710	SPN23F_RS11160	ODS73_RS11510		SPCG_RS11150	SPG_RS13120			SPNHU15_RS10290	SPNHU17_RS10275	INV104_RS10820	SPNINV200_RS10570	SPJ_RS10725	MDRSPN_RS10245		DQM66_RS11195	EL277_RS11110			SPR_RS11025	BMJ42_RS11670	SPN032672_RS05025					SPNA45_RS13785	MYY_RS10850	SPT_RS10645	HMPREF0837_RS00760	CXP32_RS11050
PNEUPAN003825000	SPD_RS11805	SPV_RS11835	EF3030_RS10565	SPH_RS13000	SP_RS12505	SP670_RS14395	HKM25_RS10885	SP70585_RS12950	T308_RS12140	A66_RS11395	SPAP_RS12480	EL334_RS11170	EL263_RS10715	SPN23F_RS12745	ODS73_RS11515		SPCG_RS12820	SPG_RS13005					INV104_RS12530	SPNINV200_RS12215	SPJ_RS12310	MDRSPN_RS10250		DQM66_RS11595	EL277_RS11115			SPR_RS10905	BMJ42_RS12460							MYY_RS12485	SPT_RS12355	HMPREF0837_RS11180	CXP32_RS11055
PNEUPAN003826000	SPD_RS10415	SPV_RS10415	EF3030_RS10570	SPH_RS11430	SP_RS10920	SP670_RS11615	HKM25_RS10890		T308_RS10440	A66_RS09765	SPAP_RS10835	EL334_RS11175	EL263_RS10720	SPN23F_RS11175	ODS73_RS11520		SPCG_RS11165	SPG_RS10410			SPNHU15_RS10295	SPNHU17_RS10280	INV104_RS10835	SPNINV200_RS10585	SPJ_RS10740	MDRSPN_RS10255		DQM66_RS10410	EL277_RS11120			SPR_RS09930	BMJ42_RS11690	SPN032672_RS05010					SPNA45_RS00405	MYY_RS10865	SPT_RS10660	HMPREF0837_RS00775	CXP32_RS11060
PNEUPAN003827000					SP_RS12945	SP670_RS14005		SP70585_RS14200										SPG_RS13125											EL277_RS11820														CXP32_RS11790
PNEUPAN003828000	SPD_RS10420	SPV_RS10420	EF3030_RS10575	SPH_RS11435	SP_RS10925	SP670_RS11620	HKM25_RS10895	SP70585_RS11255	T308_RS10445	A66_RS09770	SPAP_RS10840	EL334_RS11180	EL263_RS10725	SPN23F_RS11180	ODS73_RS11525	JN057_RS10555	SPCG_RS11170	SPG_RS10415	HMPREF1038_RS10575	EL271_RS10685	SPNHU15_RS10300	SPNHU17_RS10285	INV104_RS10840	SPNINV200_RS10590	SPJ_RS10745	MDRSPN_RS10260	AT689_RS03170	DQM66_RS10415	EL277_RS11125	SPNOXC_RS10475	SPP_RS10820	SPR_RS09935	BMJ42_RS11695	SPN032672_RS05005	SPN034156_RS05475	SPN034183_RS10485	SPN994038_RS10400	SPN994039_RS10405	SPNA45_RS00400	MYY_RS10870	SPT_RS10665	HMPREF0837_RS00780	CXP32_RS11065
PNEUPAN003829000	SPD_RS10425	SPV_RS10425	EF3030_RS10580	SPH_RS11440	SP_RS10930	SP670_RS11625	HKM25_RS10900	SP70585_RS11260	T308_RS10450	A66_RS09775	SPAP_RS10845	EL334_RS11185	EL263_RS10730	SPN23F_RS11185	ODS73_RS11530	JN057_RS10560	SPCG_RS11175	SPG_RS10420	HMPREF1038_RS10580	EL271_RS10690	SPNHU15_RS10305	SPNHU17_RS10290	INV104_RS10845	SPNINV200_RS10595	SPJ_RS10750	MDRSPN_RS10265	AT689_RS03165	DQM66_RS10420	EL277_RS11130	SPNOXC_RS10480	SPP_RS10825	SPR_RS09940	BMJ42_RS11700	SPN032672_RS05000	SPN034156_RS05480	SPN034183_RS10490	SPN994038_RS10405	SPN994039_RS10410	SPNA45_RS00395	MYY_RS10875	SPT_RS10670	HMPREF0837_RS00785	CXP32_RS11070
PNEUPAN003830000	SPD_RS10430	SPV_RS10430	EF3030_RS10585	SPH_RS11445	SP_RS10935	SP670_RS11630	HKM25_RS10905	SP70585_RS11265	T308_RS10455	A66_RS09780	SPAP_RS10850	EL334_RS11190	EL263_RS10735	SPN23F_RS11190	ODS73_RS11535	JN057_RS10565	SPCG_RS11180	SPG_RS10425	HMPREF1038_RS10585	EL271_RS10695	SPNHU15_RS10310	SPNHU17_RS10295	INV104_RS10850	SPNINV200_RS10600	SPJ_RS10755	MDRSPN_RS10270	AT689_RS03160	DQM66_RS10425	EL277_RS11135	SPNOXC_RS10485	SPP_RS10830	SPR_RS09945	BMJ42_RS11705	SPN032672_RS04995	SPN034156_RS05485	SPN034183_RS10495	SPN994038_RS10410	SPN994039_RS10415	SPNA45_RS00390	MYY_RS10880	SPT_RS10675	HMPREF0837_RS00790	CXP32_RS11075
PNEUPAN003831000	SPD_RS10435	SPV_RS10435	EF3030_RS10590	SPH_RS11450	SP_RS10940	SP670_RS11635	HKM25_RS10910	SP70585_RS11270	T308_RS10460	A66_RS09785	SPAP_RS10855	EL334_RS11195	EL263_RS10745	SPN23F_RS11195	ODS73_RS11540	JN057_RS10570	SPCG_RS11185	SPG_RS10430	HMPREF1038_RS10590	EL271_RS10700	SPNHU15_RS10315	SPNHU17_RS10300	INV104_RS10855	SPNINV200_RS10605	SPJ_RS10760	MDRSPN_RS10275	AT689_RS03155	DQM66_RS10430	EL277_RS11140	SPNOXC_RS10490	SPP_RS10835	SPR_RS09950	BMJ42_RS11710	SPN032672_RS04990	SPN034156_RS05490	SPN034183_RS10500	SPN994038_RS10415	SPN994039_RS10420	SPNA45_RS00385	MYY_RS10885	SPT_RS10680	HMPREF0837_RS00795	CXP32_RS11080
PNEUPAN003832000	SPD_RS10440	SPV_RS10440	EF3030_RS10595	SPH_RS11455	SP_RS10945	SP670_RS11640	HKM25_RS10915	SP70585_RS11275	T308_RS10465	A66_RS09790	SPAP_RS10860	EL334_RS11200	EL263_RS10750	SPN23F_RS11200	ODS73_RS11545	JN057_RS10575	SPCG_RS11190	SPG_RS10435	HMPREF1038_RS10595	EL271_RS10705	SPNHU15_RS10320	SPNHU17_RS10305	INV104_RS10860	SPNINV200_RS10610	SPJ_RS10765	MDRSPN_RS10280	AT689_RS03150	DQM66_RS10435	EL277_RS11145	SPNOXC_RS10495	SPP_RS10840	SPR_RS09955	BMJ42_RS11715	SPN032672_RS04985	SPN034156_RS05495	SPN034183_RS10505	SPN994038_RS10420	SPN994039_RS10425	SPNA45_RS00380	MYY_RS10890	SPT_RS10685	HMPREF0837_RS00800	CXP32_RS11085
PNEUPAN003833000	SPD_RS10445	SPV_RS10445	EF3030_RS10600	SPH_RS11460	SP_RS10950	SP670_RS11645	HKM25_RS10920	SP70585_RS11280	T308_RS10470	A66_RS09795	SPAP_RS10865	EL334_RS11205	EL263_RS10755	SPN23F_RS11205	ODS73_RS11550	JN057_RS10580	SPCG_RS11195	SPG_RS10440	HMPREF1038_RS10600	EL271_RS10710	SPNHU15_RS10325	SPNHU17_RS10310	INV104_RS10865	SPNINV200_RS10615	SPJ_RS10770	MDRSPN_RS10285	AT689_RS03145	DQM66_RS10440	EL277_RS11150	SPNOXC_RS10500	SPP_RS10845	SPR_RS09960	BMJ42_RS11720	SPN032672_RS04980	SPN034156_RS05500	SPN034183_RS10510	SPN994038_RS10425	SPN994039_RS10430	SPNA45_RS00375	MYY_RS10895	SPT_RS10690	HMPREF0837_RS00805	CXP32_RS11090
PNEUPAN003834000	SPD_RS10460	SPV_RS10460	EF3030_RS10610	SPH_RS11470	SP_RS10960	SP670_RS11655	HKM25_RS10930	SP70585_RS11290	T308_RS10480	A66_RS09805	SPAP_RS10875	EL334_RS11220	EL263_RS10770	SPN23F_RS11215	ODS73_RS11560	JN057_RS10590	SPCG_RS11205	SPG_RS10450	HMPREF1038_RS10610	EL271_RS10725	SPNHU15_RS10335	SPNHU17_RS10320	INV104_RS10875	SPNINV200_RS10625	SPJ_RS10780	MDRSPN_RS10300	AT689_RS03135	DQM66_RS10455	EL277_RS11165	SPNOXC_RS10510	SPP_RS10855	SPR_RS09970	BMJ42_RS11735	SPN032672_RS04970	SPN034156_RS05510	SPN034183_RS10520	SPN994038_RS10435	SPN994039_RS10440	SPNA45_RS11150	MYY_RS10905	SPT_RS10700	HMPREF0837_RS00815	CXP32_RS11105
PNEUPAN003835000	SPD_RS10465	SPV_RS10465	EF3030_RS10615	SPH_RS11475	SP_RS10965	SP670_RS11660	HKM25_RS10935	SP70585_RS11295	T308_RS10485	A66_RS09810	SPAP_RS10880	EL334_RS11225	EL263_RS10775	SPN23F_RS11220	ODS73_RS11565	JN057_RS10595	SPCG_RS11210	SPG_RS10455	HMPREF1038_RS10615	EL271_RS10730	SPNHU15_RS10340	SPNHU17_RS10325	INV104_RS10880	SPNINV200_RS10630	SPJ_RS10785	MDRSPN_RS10305	AT689_RS03130	DQM66_RS10460	EL277_RS11170	SPNOXC_RS10515	SPP_RS10860	SPR_RS09975	BMJ42_RS11740	SPN032672_RS04965	SPN034156_RS05515	SPN034183_RS10525	SPN994038_RS10440	SPN994039_RS10445	SPNA45_RS11155	MYY_RS10910	SPT_RS10705	HMPREF0837_RS00820	CXP32_RS11110
PNEUPAN003836000	SPD_RS10470	SPV_RS10470	EF3030_RS10620	SPH_RS11480	SP_RS10970	SP670_RS11665	HKM25_RS10940	SP70585_RS11300	T308_RS10490	A66_RS09815	SPAP_RS10885	EL334_RS11230	EL263_RS10780	SPN23F_RS11225	ODS73_RS11570	JN057_RS10600	SPCG_RS11215	SPG_RS10460	HMPREF1038_RS10620	EL271_RS10735	SPNHU15_RS10345	SPNHU17_RS10330	INV104_RS10885	SPNINV200_RS10635	SPJ_RS10790	MDRSPN_RS10310	AT689_RS03125	DQM66_RS10465	EL277_RS11175	SPNOXC_RS10520	SPP_RS10865	SPR_RS09980	BMJ42_RS11745	SPN032672_RS04960	SPN034156_RS05520	SPN034183_RS10530	SPN994038_RS10445	SPN994039_RS10450	SPNA45_RS11160	MYY_RS10915	SPT_RS10710	HMPREF0837_RS00825	CXP32_RS11115
PNEUPAN003837000	SPD_RS10475	SPV_RS10475	EF3030_RS10625	SPH_RS11485	SP_RS10975	SP670_RS11670	HKM25_RS10945	SP70585_RS11305	T308_RS10495	A66_RS09820	SPAP_RS10890	EL334_RS11235	EL263_RS10785	SPN23F_RS11230	ODS73_RS11575	JN057_RS10605	SPCG_RS11220	SPG_RS10465	HMPREF1038_RS10625	EL271_RS10740	SPNHU15_RS10350	SPNHU17_RS10335	INV104_RS10890	SPNINV200_RS10640	SPJ_RS10795	MDRSPN_RS10315	AT689_RS03120	DQM66_RS10470	EL277_RS11180	SPNOXC_RS10525	SPP_RS10870	SPR_RS09985	BMJ42_RS11750	SPN032672_RS04955	SPN034156_RS05525	SPN034183_RS10535	SPN994038_RS10450	SPN994039_RS10455	SPNA45_RS11165	MYY_RS10920	SPT_RS10715	HMPREF0837_RS00830	CXP32_RS11120
PNEUPAN003838000	SPD_RS12110	SPV_RS12125	EF3030_RS12245	SPH_RS14505	SP_RS13910	SP670_RS14775	HKM25_RS12200	SP70585_RS14465	T308_RS13685	A66_RS13020		EL334_RS12775	EL263_RS12165	SPN23F_RS14280	ODS73_RS12250	JN057_RS11840	SPCG_RS14380		HMPREF1038_RS13685	EL271_RS12205	SPNHU15_RS11365	SPNHU17_RS11405	INV104_RS14270	SPNINV200_RS13650	SPJ_RS13770	MDRSPN_RS11760		DQM66_RS11935	EL277_RS12835	SPNOXC_RS13575	SPP_RS14035	SPR_RS11245	BMJ42_RS13890		SPN034156_RS13250	SPN034183_RS13595	SPN994038_RS13500	SPN994039_RS13485		MYY_RS13765	SPT_RS13500	HMPREF0837_RS13395	CXP32_RS12845
PNEUPAN003839000	SPD_RS10485	SPV_RS10485	EF3030_RS10635	SPH_RS11490	SP_RS12950	SP670_RS11675	HKM25_RS10950	SP70585_RS11310	T308_RS10505	A66_RS09830	SPAP_RS10895	EL334_RS11245	EL263_RS10790	SPN23F_RS11240	ODS73_RS11580	JN057_RS10610	SPCG_RS11225	SPG_RS10470	HMPREF1038_RS10635	EL271_RS10750	SPNHU15_RS10355	SPNHU17_RS10340	INV104_RS10895	SPNINV200_RS10645	SPJ_RS10805	MDRSPN_RS10325	AT689_RS03115	DQM66_RS10480	EL277_RS11185	SPNOXC_RS10535	SPP_RS10875	SPR_RS09990	BMJ42_RS11755	SPN032672_RS04945	SPN034156_RS05535	SPN034183_RS10545	SPN994038_RS10460	SPN994039_RS10465	SPNA45_RS11170	MYY_RS10930	SPT_RS10725	HMPREF0837_RS00840	CXP32_RS11795
